calisan_id,yas,departman,pozisyon,kidem_yili,aylik_maas,performans_puani,devamsizlik_gun,fazla_mesai,son_terfi_yili,egitim_saat,is_tatmini,calisma_modeli,sehir,ayrildi
292,35,Yazilim,Kidemli,18,79500,84,5,Hayir,7,30,5,Ofis,Istanbul,0
293,33,Yazilim,Uzman,4,39900,85,10,Evet,4,55,1,Hibrit,Istanbul,1
294,36,Yazilim,Uzman,15,58900,88,14,Evet,2,35,2,Hibrit,Ankara,1
295,23,Yazilim,Kidemli,5,52700,86,11,Hayir,5,16,1,Ofis,Istanbul,1
296,56,Finans,Uzman,7,40000,47,13,Evet,7,19,2,Hibrit,Istanbul,1
297,22,Pazarlama,Junior,11,40600,63,11,Hayir,1,12,5,Ofis,Izmir,0
298,39,Satis,Uzman,6,44200,69,17,Evet,5,46,4,Ofis,Ankara,1
299,51,Operasyon,Junior,13,46500,53,14,Hayir,5,3,1,Uzaktan,Izmir,1
300,30,IK,Yonetici,15,87400,70,10,Hayir,7,4,5,Ofis,Antalya,0
301,26,Finans,Kidemli,1,43400,60,24,Evet,1,56,2,Uzaktan,Ankara,1
302,45,Satis,Junior,15,50000,70,17,Hayir,2,29,2,Hibrit,Izmir,0
303,54,Pazarlama,Uzman,9,50400,88,8,Hayir,6,0,1,Ofis,Istanbul,0
304,57,IK,Junior,19,54400,69,21,Evet,1,46,4,Ofis,Izmir,1
305,53,Yazilim,Uzman,5,43300,67,11,Hayir,3,41,5,Hibrit,Istanbul,0
306,45,Yazilim,Uzman,16,58000,70,11,Hayir,4,4,3,Hibrit,Istanbul,0
307,35,Yazilim,Uzman,3,37800,68,11,Hayir,3,27,3,Hibrit,Istanbul,0
308,52,Finans,Junior,1,28700,81,15,Hayir,1,4,1,Ofis,Izmir,0
309,58,Finans,Uzman,13,52400,71,8,Hayir,2,20,1,Hibrit,Istanbul,0
310,54,Satis,Uzman,14,57300,86,21,Hayir,0,56,3,Hibrit,Ankara,0
311,39,Satis,Uzman,2,39700,87,24,Hayir,0,25,5,Hibrit,Istanbul,0
312,55,Yazilim,Junior,19,48400,68,17,Hayir,2,47,5,Hibrit,Bursa,0
313,58,Satis,Junior,14,49400,74,22,Hayir,6,31,4,Ofis,Ankara,0
314,25,Yazilim,Uzman,16,56200,71,2,Hayir,7,8,1,Ofis,Istanbul,0
315,36,Finans,Kidemli,6,51200,80,7,Hayir,4,9,3,Hibrit,Istanbul,0
316,45,Operasyon,Kidemli,15,68400,69,17,Evet,2,32,1,Hibrit,Istanbul,1
317,26,Satis,Yonetici,11,82600,82,10,Hayir,4,59,3,Hibrit,Istanbul,0
318,52,Yazilim,Uzman,11,53900,60,8,Evet,4,27,3,Ofis,Bursa,0
319,58,Satis,Uzman,14,54600,88,1,Evet,7,55,4,Ofis,Bursa,0
320,45,Satis,Uzman,11,50600,61,21,Hayir,6,24,4,Hibrit,Istanbul,0
321,53,Yazilim,Kidemli,10,59800,79,6,Hayir,3,13,5,Hibrit,Istanbul,0
322,50,Satis,Uzman,5,45600,88,23,Evet,5,35,5,Hibrit,Antalya,1
323,29,Operasyon,Junior,3,24900,80,1,Hayir,3,8,4,Hibrit,Istanbul,0
324,47,Satis,Yonetici,9,79400,87,8,Hayir,2,8,1,Hibrit,Istanbul,0
325,43,Satis,Uzman,7,46200,96,22,Hayir,7,52,2,Hibrit,Istanbul,1
326,37,Yazilim,Uzman,2,36200,83,10,Hayir,0,55,5,Ofis,Istanbul,0
327,23,Yazilim,Junior,12,42400,100,19,Hayir,2,9,1,Ofis,Ankara,1
328,56,Pazarlama,Uzman,11,50900,69,8,Evet,7,12,5,Uzaktan,Bursa,0
329,54,Yazilim,Junior,1,27900,63,17,Hayir,1,35,3,Uzaktan,Istanbul,0
330,36,Finans,Uzman,9,47200,76,24,Hayir,1,4,3,Ofis,Istanbul,0
331,53,Satis,Yonetici,16,91600,58,24,Evet,4,46,3,Uzaktan,Istanbul,1
332,50,Satis,Yonetici,9,79300,53,1,Evet,7,16,4,Uzaktan,Antalya,0
333,58,Operasyon,Kidemli,17,76900,90,16,Hayir,3,36,5,Uzaktan,Istanbul,0
334,32,Yazilim,Yonetici,2,69400,67,2,Hayir,2,40,5,Ofis,Istanbul,0
335,47,Finans,Kidemli,1,48600,81,11,Hayir,1,40,4,Uzaktan,Ankara,0
336,37,Pazarlama,Yonetici,17,94000,85,11,Evet,4,51,4,Hibrit,Ankara,1
337,28,Operasyon,Yonetici,10,83100,83,13,Hayir,6,10,5,Ofis,Bursa,0
338,51,Finans,Kidemli,13,66800,94,3,Evet,5,57,1,Ofis,Istanbul,1
339,54,Yazilim,Junior,12,47300,58,23,Hayir,7,32,4,Uzaktan,Istanbul,0
340,54,Yazilim,Uzman,2,42200,77,17,Hayir,2,57,5,Hibrit,Ankara,0
341,30,Operasyon,Yonetici,14,88100,77,23,Hayir,2,58,5,Ofis,Bursa,0
342,30,IK,Uzman,0,34900,82,7,Evet,0,41,5,Ofis,Ankara,0
343,49,Satis,Uzman,11,54300,86,19,Evet,4,4,5,Hibrit,Ankara,1
344,59,Pazarlama,Uzman,18,65700,48,8,Evet,4,11,1,Hibrit,Izmir,1
345,28,Satis,Uzman,8,47100,69,12,Evet,4,36,4,Ofis,Istanbul,1
346,27,Yazilim,Junior,7,32800,64,9,Hayir,2,35,2,Ofis,Antalya,1
347,51,Satis,Junior,19,53700,70,1,Hayir,3,19,2,Uzaktan,Istanbul,0
348,51,Yazilim,Junior,14,41000,79,20,Hayir,2,59,3,Ofis,Istanbul,0
349,54,Operasyon,Uzman,18,59700,82,6,Hayir,0,59,2,Ofis,Izmir,1
350,38,Operasyon,Uzman,1,32800,70,13,Hayir,0,57,3,Hibrit,Ankara,1
351,31,Yazilim,Junior,15,46600,78,18,Hayir,0,49,1,Ofis,Istanbul,0
352,40,Operasyon,Junior,18,48300,62,13,Hayir,1,23,4,Ofis,Istanbul,0
353,33,IK,Uzman,0,37000,75,3,Hayir,0,30,5,Uzaktan,Istanbul,0
354,46,Operasyon,Kidemli,9,61600,80,21,Hayir,0,32,5,Hibrit,Ankara,0
355,45,Yazilim,Kidemli,4,51600,67,0,Hayir,4,53,4,Ofis,Ankara,0
356,37,Operasyon,Junior,17,51300,69,4,Hayir,0,38,3,Hibrit,Istanbul,0
357,50,Yazilim,Junior,3,28400,80,7,Evet,0,38,2,Uzaktan,Istanbul,0
358,59,Pazarlama,Junior,1,22000,70,19,Hayir,1,47,1,Ofis,Ankara,0
359,56,Finans,Uzman,1,40000,73,17,Hayir,0,33,2,Uzaktan,Istanbul,0
360,35,Satis,Uzman,10,48700,53,17,Hayir,4,5,3,Ofis,Istanbul,0
361,47,Yazilim,Uzman,5,45600,86,20,Evet,4,38,2,Uzaktan,Istanbul,1
362,25,Yazilim,Yonetici,2,68600,90,24,Hayir,2,27,4,Hibrit,Istanbul,0
363,39,Yazilim,Kidemli,13,69300,98,21,Hayir,2,24,4,Ofis,Ankara,0
364,55,Operasyon,Junior,18,53100,73,19,Hayir,7,13,4,Uzaktan,Izmir,0
365,55,Yazilim,Junior,4,28700,75,3,Evet,1,57,1,Hibrit,Bursa,1
366,34,Satis,Junior,13,38500,75,21,Hayir,2,18,5,Ofis,Istanbul,0
367,40,Operasyon,Uzman,11,54100,74,2,Hayir,6,17,1,Ofis,Istanbul,0
368,59,Pazarlama,Kidemli,9,60500,55,9,Hayir,3,10,2,Hibrit,Bursa,0
369,57,IK,Kidemli,7,56000,90,7,Evet,3,44,4,Ofis,Istanbul,0
370,56,Finans,Kidemli,15,68200,94,20,Hayir,0,29,4,Ofis,Istanbul,0
371,59,Finans,Junior,19,48400,77,11,Hayir,3,2,5,Ofis,Izmir,0
372,32,Pazarlama,Kidemli,9,59900,74,4,Hayir,5,1,2,Uzaktan,Istanbul,0
373,52,Yazilim,Junior,4,27000,81,20,Hayir,2,15,5,Ofis,Istanbul,0
374,45,Yazilim,Junior,11,41500,85,1,Evet,0,33,3,Ofis,Istanbul,0
375,39,Operasyon,Junior,10,41900,82,3,Hayir,3,24,4,Hibrit,Istanbul,0
376,57,Yazilim,Uzman,19,68200,86,20,Evet,1,43,3,Hibrit,Izmir,0
377,27,Yazilim,Junior,15,53700,85,22,Hayir,0,23,3,Hibrit,Ankara,0
378,22,Satis,Junior,17,53800,92,3,Hayir,6,21,1,Hibrit,Istanbul,0
379,25,Yazilim,Uzman,6,46700,71,10,Evet,6,33,2,Uzaktan,Ankara,1
380,43,Yazilim,Junior,7,34900,94,16,Hayir,7,20,5,Uzaktan,Istanbul,0
381,32,Satis,Kidemli,19,73200,74,3,Evet,2,19,4,Ofis,Istanbul,0
382,52,Yazilim,Uzman,8,49000,80,20,Evet,5,28,5,Ofis,Izmir,1
383,51,IK,Uzman,2,40100,71,2,Hayir,2,4,4,Ofis,Istanbul,0
384,25,Operasyon,Uzman,9,53700,87,4,Hayir,0,4,3,Ofis,Ankara,0
385,46,Yazilim,Uzman,8,44800,81,9,Hayir,3,4,3,Ofis,Bursa,0
386,41,Operasyon,Uzman,2,35200,87,6,Hayir,0,31,3,Uzaktan,Istanbul,0
387,40,Operasyon,Kidemli,10,63900,87,18,Hayir,0,54,3,Hibrit,Istanbul,0
388,41,Satis,Junior,8,34900,65,11,Hayir,2,14,1,Hibrit,Ankara,1
389,50,Satis,Junior,16,51700,80,22,Hayir,0,55,3,Ofis,Ankara,0
390,56,Yazilim,Junior,13,40300,81,10,Hayir,7,10,1,Hibrit,Istanbul,0
391,52,Yazilim,Junior,1,23800,61,14,Evet,1,54,1,Ofis,Istanbul,1
392,58,Satis,Uzman,7,51200,71,13,Hayir,6,59,1,Ofis,Ankara,0
393,42,Yazilim,Uzman,18,62800,84,6,Hayir,3,38,1,Hibrit,Istanbul,0
394,25,Pazarlama,Junior,2,25800,70,7,Evet,2,17,3,Hibrit,Ankara,1
395,28,Satis,Uzman,18,64600,74,11,Evet,7,37,4,Ofis,Ankara,0
396,22,Pazarlama,Uzman,7,47800,81,21,Hayir,3,28,3,Ofis,Istanbul,0
397,47,Finans,Uzman,15,54600,74,21,Hayir,2,3,1,Ofis,Ankara,0
398,39,Satis,Uzman,0,32800,46,15,Evet,0,42,2,Hibrit,Izmir,1
399,44,Satis,Junior,2,26800,96,1,Evet,0,2,1,Uzaktan,Izmir,0
400,40,Operasyon,Kidemli,11,68400,100,22,Hayir,3,31,2,Hibrit,Antalya,0
401,43,Operasyon,Kidemli,1,52400,88,24,Hayir,1,5,3,Hibrit,Bursa,1
402,29,Pazarlama,Kidemli,0,45100,66,2,Hayir,0,23,4,Ofis,Istanbul,0
403,33,Satis,Uzman,13,53800,73,3,Evet,6,15,3,Ofis,Istanbul,0
404,50,Pazarlama,Junior,2,30300,95,3,Hayir,1,14,1,Ofis,Istanbul,1
405,48,Pazarlama,Kidemli,19,80700,82,24,Hayir,2,37,1,Ofis,Izmir,1
406,31,Yazilim,Uzman,11,46500,60,7,Hayir,3,22,5,Hibrit,Bursa,0
407,49,Pazarlama,Uzman,1,32200,65,3,Hayir,1,28,4,Ofis,Bursa,0
408,51,Operasyon,Uzman,9,47000,52,8,Hayir,5,11,2,Hibrit,Izmir,1
409,23,Operasyon,Yonetici,17,85200,94,21,Hayir,7,46,5,Hibrit,Bursa,1
410,29,Satis,Uzman,16,58300,82,0,Hayir,2,46,4,Ofis,Istanbul,0
411,42,Satis,Kidemli,7,58700,90,13,Hayir,1,12,1,Hibrit,Ankara,0
412,55,IK,Kidemli,8,59000,59,24,Evet,7,35,3,Ofis,Istanbul,1
413,50,Satis,Kidemli,4,54100,81,10,Hayir,4,20,4,Uzaktan,Izmir,0
414,26,Operasyon,Yonetici,16,90300,70,13,Hayir,2,28,2,Hibrit,Izmir,1
415,32,Yazilim,Kidemli,1,51600,78,14,Hayir,1,51,2,Ofis,Ankara,1
416,46,Satis,Junior,10,42500,70,2,Hayir,6,0,3,Hibrit,Istanbul,0
417,26,Yazilim,Junior,10,37700,76,19,Hayir,1,4,4,Hibrit,Bursa,1
418,39,Finans,Uzman,5,47600,75,7,Hayir,5,40,3,Ofis,Bursa,0
419,40,Operasyon,Uzman,13,56700,77,23,Evet,6,35,5,Hibrit,Istanbul,0
420,28,Yazilim,Uzman,4,42100,68,1,Hayir,0,57,2,Ofis,Ankara,0
421,54,Operasyon,Kidemli,2,54500,87,17,Hayir,2,8,1,Hibrit,Istanbul,1
422,30,Yazilim,Junior,8,42600,77,17,Evet,4,37,3,Ofis,Istanbul,0
423,36,Yazilim,Junior,3,28700,55,16,Evet,3,13,4,Ofis,Istanbul,0
424,45,Operasyon,Kidemli,6,53100,73,13,Evet,2,45,3,Hibrit,Ankara,1
425,33,Yazilim,Kidemli,10,61100,76,10,Hayir,7,9,1,Ofis,Bursa,1
426,45,IK,Junior,6,28300,67,17,Evet,0,48,2,Hibrit,Istanbul,1
427,23,Operasyon,Uzman,8,50500,95,12,Hayir,6,44,2,Ofis,Istanbul,1
428,48,Yazilim,Kidemli,16,68200,64,13,Hayir,4,9,1,Hibrit,Bursa,1
429,42,Operasyon,Uzman,17,56000,96,8,Hayir,0,32,2,Ofis,Istanbul,0
430,52,Pazarlama,Junior,5,35700,74,19,Hayir,4,26,5,Ofis,Istanbul,0
431,38,Satis,Uzman,4,43900,72,15,Hayir,2,20,1,Ofis,Izmir,1
432,55,Yazilim,Kidemli,2,48100,89,7,Hayir,2,13,5,Hibrit,Ankara,0
433,23,IK,Junior,5,32800,100,6,Evet,5,59,5,Ofis,Istanbul,1
434,59,Operasyon,Uzman,19,63900,61,19,Evet,4,33,3,Uzaktan,Izmir,1
435,40,Finans,Kidemli,6,59400,82,11,Hayir,6,53,4,Hibrit,Izmir,0
436,56,Yazilim,Uzman,17,59600,57,24,Hayir,2,36,2,Hibrit,Istanbul,1
437,38,Yazilim,Uzman,5,43700,81,2,Hayir,5,12,2,Ofis,Istanbul,0
438,57,Yazilim,Junior,11,40700,91,19,Hayir,4,49,1,Ofis,Ankara,1
439,43,Operasyon,Uzman,2,34400,74,5,Hayir,0,25,1,Uzaktan,Ankara,0
440,44,Operasyon,Kidemli,4,49300,95,20,Hayir,0,54,4,Hibrit,Istanbul,0
441,49,Satis,Junior,14,50500,63,15,Hayir,0,0,3,Hibrit,Istanbul,0
442,38,Finans,Kidemli,17,74400,74,5,Hayir,0,19,3,Hibrit,Ankara,0
443,30,Operasyon,Uzman,19,60800,77,1,Hayir,1,51,2,Uzaktan,Istanbul,0
444,59,Operasyon,Junior,8,39300,55,17,Evet,3,20,3,Hibrit,Ankara,0
445,26,IK,Kidemli,4,57900,100,8,Hayir,4,1,3,Ofis,Ankara,1
446,30,Pazarlama,Junior,12,45300,54,6,Hayir,2,19,4,Uzaktan,Bursa,0
447,40,Finans,Uzman,18,60000,67,1,Hayir,7,5,2,Hibrit,Istanbul,1
448,28,Operasyon,Junior,10,39300,85,7,Hayir,6,41,1,Uzaktan,Istanbul,1
449,57,Satis,Kidemli,3,54300,65,3,Hayir,3,25,5,Ofis,Bursa,0
450,46,Operasyon,Uzman,3,44300,93,2,Hayir,3,2,2,Hibrit,Bursa,0
451,35,Finans,Uzman,4,38500,76,18,Hayir,4,36,1,Hibrit,Istanbul,0
452,59,Yazilim,Kidemli,1,46700,77,17,Hayir,1,20,1,Uzaktan,Istanbul,1
453,42,Yazilim,Uzman,19,59200,96,12,Hayir,2,23,3,Ofis,Izmir,1
454,47,Yazilim,Junior,19,55100,79,12,Hayir,6,49,2,Ofis,Istanbul,0
455,45,Operasyon,Kidemli,13,63800,61,4,Hayir,1,38,3,Uzaktan,Ankara,0
456,54,Yazilim,Junior,8,38400,80,18,Hayir,2,45,5,Hibrit,Ankara,0
457,25,IK,Kidemli,4,49300,73,14,Hayir,4,2,4,Hibrit,Istanbul,0
458,45,Pazarlama,Uzman,12,52400,94,22,Hayir,6,23,3,Ofis,Izmir,1
459,40,Finans,Junior,3,34700,59,6,Hayir,3,16,3,Hibrit,Izmir,0
460,40,Yazilim,Junior,2,34300,74,21,Hayir,2,37,4,Hibrit,Istanbul,0
461,59,Yazilim,Uzman,18,62300,61,16,Evet,6,18,5,Ofis,Istanbul,0
462,24,Yazilim,Uzman,14,55800,79,11,Evet,4,12,2,Ofis,Ankara,1
463,44,Yazilim,Uzman,4,38500,63,8,Evet,4,14,2,Ofis,Ankara,0
464,37,Pazarlama,Kidemli,19,74500,93,3,Hayir,2,59,4,Hibrit,Istanbul,0
465,33,Operasyon,Uzman,0,36700,89,14,Hayir,0,28,1,Ofis,Istanbul,1
466,39,Satis,Junior,11,43400,96,13,Hayir,7,26,5,Ofis,Istanbul,0
467,42,Finans,Uzman,4,42700,68,16,Hayir,1,31,5,Ofis,Istanbul,0
468,22,Yazilim,Kidemli,3,51200,82,16,Hayir,0,51,1,Hibrit,Istanbul,0
469,41,Operasyon,Uzman,10,53600,76,22,Hayir,2,14,4,Ofis,Izmir,1
470,52,Finans,Uzman,12,51900,88,4,Hayir,5,47,5,Ofis,Istanbul,0
471,26,Yazilim,Uzman,9,44500,65,8,Evet,0,0,1,Ofis,Ankara,1
472,38,Pazarlama,Uzman,4,40500,87,0,Evet,4,31,5,Hibrit,Istanbul,0
473,34,Satis,Uzman,2,39000,87,17,Hayir,2,8,1,Ofis,Izmir,1
474,51,Yazilim,Junior,17,54900,64,1,Hayir,1,21,1,Ofis,Istanbul,0
475,34,IK,Yonetici,16,91000,57,14,Evet,0,7,2,Hibrit,Istanbul,1
476,47,Yazilim,Uzman,9,51500,83,12,Evet,4,5,4,Ofis,Istanbul,1
477,22,IK,Uzman,5,39900,83,8,Evet,5,21,1,Uzaktan,Ankara,1
478,44,Satis,Uzman,1,37300,61,20,Evet,1,20,3,Hibrit,Ankara,1
479,56,Finans,Uzman,16,56700,97,22,Hayir,4,0,3,Ofis,Istanbul,1
480,33,Yazilim,Junior,6,34800,78,13,Hayir,0,20,1,Hibrit,Ankara,1
481,29,Operasyon,Kidemli,8,62200,77,14,Hayir,7,9,4,Hibrit,Bursa,0
482,59,Yazilim,Uzman,1,34900,69,12,Hayir,1,35,5,Hibrit,Istanbul,0
483,25,Yazilim,Uzman,4,44800,58,22,Hayir,1,56,1,Ofis,Istanbul,1
484,27,Operasyon,Yonetici,18,88300,77,18,Hayir,3,28,4,Uzaktan,Istanbul,0
485,22,Operasyon,Uzman,12,49400,79,7,Evet,4,38,2,Hibrit,Izmir,1
486,45,Operasyon,Uzman,3,40000,77,0,Evet,0,24,4,Ofis,Istanbul,0
487,55,Finans,Junior,7,36200,60,10,Evet,2,23,3,Ofis,Izmir,0
488,31,Yazilim,Uzman,1,36600,77,7,Evet,1,7,1,Ofis,Ankara,1
489,52,Pazarlama,Junior,0,22500,76,23,Hayir,0,26,4,Hibrit,Ankara,0
490,39,IK,Yonetici,5,73700,69,4,Evet,1,41,1,Ofis,Antalya,1
491,53,Yazilim,Uzman,9,48100,42,0,Hayir,3,26,4,Hibrit,Istanbul,0
492,35,Operasyon,Uzman,13,58100,100,12,Hayir,7,25,4,Hibrit,Ankara,0
493,45,Yazilim,Kidemli,15,69600,77,15,Evet,4,13,2,Ofis,Istanbul,1
494,49,Finans,Yonetici,13,88400,80,22,Hayir,1,20,3,Ofis,Bursa,1
495,56,Pazarlama,Uzman,17,64700,58,21,Hayir,1,6,1,Ofis,Izmir,0
496,33,Yazilim,Yonetici,0,65000,83,15,Hayir,0,38,3,Ofis,Istanbul,1
497,47,Operasyon,Uzman,0,33300,70,1,Evet,0,3,2,Hibrit,Antalya,1
498,57,Operasyon,Uzman,15,62000,75,15,Evet,3,19,4,Uzaktan,Istanbul,0
499,56,Satis,Uzman,3,39500,77,13,Evet,1,21,5,Hibrit,Izmir,0
500,30,Operasyon,Junior,10,36500,68,5,Hayir,1,23,2,Uzaktan,Istanbul,1
501,50,Satis,Uzman,7,42200,72,22,Evet,0,8,1,Hibrit,Izmir,1
502,22,Pazarlama,Uzman,2,42100,74,10,Hayir,2,20,5,Hibrit,Izmir,0
503,29,Yazilim,Uzman,3,37900,61,6,Evet,3,9,5,Hibrit,Istanbul,0
504,24,Pazarlama,Uzman,11,54400,74,14,Hayir,0,24,4,Ofis,Istanbul,0
505,22,Yazilim,Junior,2,27900,43,23,Hayir,2,35,5,Hibrit,Antalya,0
506,52,Operasyon,Uzman,15,63100,67,17,Hayir,1,44,3,Uzaktan,Istanbul,0
507,36,Satis,Uzman,4,39400,66,23,Hayir,3,28,5,Ofis,Istanbul,0
508,27,Finans,Junior,8,35200,83,1,Hayir,2,56,4,Hibrit,Izmir,0
509,25,Yazilim,Junior,10,42900,75,16,Hayir,3,36,1,Ofis,Istanbul,1
510,23,Yazilim,Uzman,8,46300,67,4,Hayir,6,27,4,Ofis,Istanbul,0
511,59,Pazarlama,Junior,17,52400,71,7,Hayir,7,38,3,Hibrit,Istanbul,0
512,41,Satis,Uzman,9,47400,69,17,Hayir,2,58,4,Ofis,Antalya,0
513,54,Satis,Junior,1,28700,88,7,Hayir,1,9,5,Ofis,Ankara,0
514,40,Satis,Kidemli,10,61600,69,16,Hayir,5,1,2,Ofis,Izmir,0
515,52,Yazilim,Uzman,14,59100,60,6,Hayir,6,25,2,Uzaktan,Istanbul,0
516,54,Operasyon,Kidemli,13,64200,72,3,Evet,7,28,2,Ofis,Istanbul,1
517,25,Satis,Uzman,11,57800,67,22,Evet,0,54,3,Hibrit,Istanbul,1
518,40,Pazarlama,Junior,3,26600,87,0,Hayir,3,15,5,Ofis,Ankara,0
519,48,Operasyon,Junior,8,38300,88,20,Hayir,7,52,1,Ofis,Bursa,0
520,45,Finans,Uzman,0,31600,84,3,Evet,0,21,5,Ofis,Ankara,1
521,37,Pazarlama,Junior,16,47700,64,23,Evet,1,57,3,Hibrit,Bursa,0
522,42,Operasyon,Junior,18,53400,65,16,Hayir,3,13,3,Ofis,Istanbul,0
523,30,Yazilim,Kidemli,16,69700,82,9,Hayir,6,54,5,Ofis,Izmir,0
524,37,Yazilim,Junior,13,46400,44,15,Hayir,6,32,1,Uzaktan,Istanbul,0
525,34,Finans,Uzman,16,59700,69,18,Evet,0,2,5,Ofis,Izmir,1
526,31,Pazarlama,Kidemli,5,59100,68,3,Hayir,5,55,2,Ofis,Istanbul,1
527,23,Operasyon,Uzman,0,38400,66,16,Hayir,0,13,1,Hibrit,Istanbul,1
528,36,Finans,Uzman,17,57000,81,14,Hayir,3,57,1,Ofis,Istanbul,1
529,53,Finans,Uzman,10,52000,69,23,Hayir,6,12,1,Ofis,Istanbul,0
530,46,Yazilim,Kidemli,19,76500,88,8,Hayir,4,33,3,Uzaktan,Izmir,0
531,51,Yazilim,Kidemli,11,59700,71,22,Hayir,4,15,5,Ofis,Istanbul,0
532,44,Operasyon,Uzman,1,37000,84,2,Hayir,1,11,5,Hibrit,Ankara,0
533,40,Satis,Junior,13,44900,61,6,Hayir,6,51,5,Hibrit,Istanbul,0
534,28,Operasyon,Uzman,19,69900,58,16,Hayir,2,18,5,Ofis,Ankara,0
535,59,Satis,Kidemli,19,78400,74,1,Evet,2,37,1,Uzaktan,Istanbul,0
536,26,Operasyon,Uzman,2,39600,83,0,Evet,2,28,5,Uzaktan,Ankara,0
537,39,Yazilim,Junior,11,42700,65,11,Hayir,1,17,2,Hibrit,Ankara,1
538,59,Pazarlama,Kidemli,13,70000,83,3,Hayir,4,47,5,Hibrit,Bursa,0
539,26,Satis,Yonetici,6,73400,63,13,Hayir,3,55,5,Ofis,Istanbul,0
540,53,Operasyon,Yonetici,9,79100,54,10,Hayir,1,0,2,Hibrit,Istanbul,0
541,35,Satis,Uzman,9,46000,78,2,Evet,6,24,1,Hibrit,Istanbul,1
542,32,Satis,Junior,4,31700,83,3,Hayir,2,51,5,Hibrit,Izmir,0
543,42,Yazilim,Kidemli,19,71900,56,3,Hayir,3,22,2,Ofis,Izmir,0
544,40,Finans,Uzman,12,60000,79,15,Hayir,4,30,5,Hibrit,Istanbul,0
545,49,Operasyon,Uzman,4,41000,74,10,Evet,4,19,3,Hibrit,Ankara,0
546,22,Finans,Uzman,9,48000,83,14,Hayir,2,19,4,Ofis,Izmir,0
547,47,Pazarlama,Junior,13,46700,61,21,Hayir,0,40,2,Hibrit,Istanbul,0
548,28,Yazilim,Kidemli,16,70300,94,2,Evet,7,0,5,Ofis,Istanbul,0
549,49,Yazilim,Junior,6,36500,77,5,Hayir,3,53,2,Hibrit,Istanbul,0
550,26,Satis,Junior,18,53300,89,24,Evet,0,21,1,Ofis,Istanbul,1
551,29,Yazilim,Uzman,18,63500,70,24,Hayir,5,15,1,Ofis,Ankara,1
552,24,Pazarlama,Uzman,7,50400,62,24,Hayir,5,26,1,Ofis,Istanbul,1
553,51,Satis,Kidemli,3,54800,100,10,Hayir,3,35,1,Ofis,Istanbul,1
554,24,Yazilim,Uzman,7,45900,65,21,Hayir,1,50,5,Ofis,Ankara,0
555,52,Finans,Kidemli,11,60100,69,22,Hayir,2,38,2,Ofis,Istanbul,0
556,40,Operasyon,Junior,5,30100,68,6,Hayir,5,55,5,Hibrit,Istanbul,0
557,46,Pazarlama,Kidemli,13,66900,68,24,Hayir,5,59,2,Hibrit,Ankara,1
558,30,Operasyon,Kidemli,0,47900,64,12,Hayir,0,34,1,Ofis,Istanbul,1
559,37,Operasyon,Yonetici,12,76200,90,18,Hayir,4,38,4,Uzaktan,Istanbul,0
560,22,Yazilim,Kidemli,14,66500,50,2,Hayir,7,13,3,Ofis,Ankara,1
561,57,Satis,Kidemli,2,49000,92,10,Hayir,2,48,3,Hibrit,Istanbul,0
562,51,Finans,Junior,12,44200,66,6,Hayir,7,46,1,Ofis,Ankara,0
563,40,Yazilim,Junior,8,34900,78,15,Evet,2,34,5,Ofis,Istanbul,1
564,39,Yazilim,Kidemli,3,57500,85,21,Hayir,3,42,1,Ofis,Izmir,1
565,43,Satis,Kidemli,16,74300,95,0,Evet,3,37,3,Uzaktan,Ankara,1
566,39,Yazilim,Junior,8,34200,74,6,Hayir,5,38,3,Ofis,Ankara,0
567,50,Satis,Junior,4,37800,78,3,Hayir,4,58,5,Ofis,Ankara,0
568,35,Operasyon,Uzman,7,43500,85,19,Hayir,7,29,1,Hibrit,Istanbul,1
569,26,Satis,Kidemli,1,44700,67,22,Hayir,1,58,1,Hibrit,Izmir,0
570,53,Operasyon,Uzman,4,47500,87,16,Hayir,0,22,2,Hibrit,Istanbul,0
571,48,Operasyon,Uzman,7,46400,70,13,Hayir,3,27,3,Hibrit,Istanbul,0
572,28,Finans,Junior,12,45000,89,8,Evet,3,16,2,Ofis,Istanbul,0
573,23,Pazarlama,Junior,12,40700,65,5,Hayir,7,4,1,Hibrit,Ankara,1
574,40,Operasyon,Uzman,13,53100,78,6,Hayir,0,8,3,Hibrit,Istanbul,0
575,56,Operasyon,Junior,12,41000,66,19,Hayir,0,2,2,Hibrit,Istanbul,1
576,57,Satis,Uzman,17,62700,81,6,Evet,5,47,3,Hibrit,Istanbul,0
577,40,Operasyon,Uzman,6,46000,79,14,Evet,6,45,3,Ofis,Istanbul,1
578,59,Pazarlama,Uzman,10,52300,72,22,Evet,7,30,5,Ofis,Istanbul,1
579,26,Pazarlama,Uzman,7,47500,57,11,Hayir,7,54,4,Ofis,Istanbul,0
580,27,Yazilim,Uzman,16,59300,65,0,Hayir,5,17,5,Uzaktan,Bursa,0
581,53,Satis,Junior,4,41700,61,16,Hayir,3,27,2,Hibrit,Istanbul,0
582,22,Finans,Uzman,6,44300,79,3,Hayir,6,59,4,Hibrit,Istanbul,0
583,39,Yazilim,Yonetici,5,70300,79,9,Evet,5,42,4,Ofis,Izmir,0
584,55,Satis,Uzman,13,53800,54,14,Evet,3,18,2,Ofis,Istanbul,1
585,41,Operasyon,Uzman,10,50000,84,21,Hayir,7,21,4,Ofis,Istanbul,0
