musteri_id,yas,musteri_suresi_ay,aylik_ucret,toplam_ucret,sozlesme_tipi,internet_servisi,odeme_yontemi,bakmakla_yukumlu,churn
352,20,55,105.36,5776.33,Aylik,Fiber,Elektronik Cek,Evet,0
353,36,52,43.47,2275.03,Aylik,Yok,Elektronik Cek,Evet,0
354,44,34,74.83,2600.17,Aylik,Yok,Kredi Karti,Hayir,0
355,78,23,62.62,1416.92,1 Yillik,Yok,Havale,Hayir,0
356,79,27,99.55,2731.24,2 Yillik,DSL,Kredi Karti,Hayir,1
357,27,30,68.89,2033.14,Aylik,Fiber,Kredi Karti,Hayir,0
358,73,16,70.07,1097.24,1 Yillik,Yok,Havale,Hayir,1
359,23,46,118.91,5429.89,Aylik,Fiber,Havale,Evet,0
360,64,16,35.01,577.29,Aylik,Fiber,Elektronik Cek,Evet,1
361,70,47,103.07,4902.19,1 Yillik,Fiber,Otomatik Odeme,Evet,1
362,73,55,25.17,1375.14,Aylik,Fiber,Otomatik Odeme,Hayir,1
363,31,70,67.76,4679.64,2 Yillik,DSL,Havale,Hayir,0
364,73,9,108.63,923.53,Aylik,DSL,Havale,Hayir,1
365,25,55,86.52,4778.33,Aylik,Yok,Elektronik Cek,Hayir,0
366,50,7,88.52,711.85,Aylik,Yok,Havale,Hayir,0
367,47,25,46.33,1177.94,Aylik,Yok,Otomatik Odeme,Hayir,0
368,37,13,61.86,784.84,2 Yillik,DSL,Otomatik Odeme,Hayir,0
369,19,12,56.66,718.23,1 Yillik,DSL,Elektronik Cek,Hayir,0
370,65,13,72.14,925.85,Aylik,DSL,Kredi Karti,Hayir,0
371,38,4,66.22,245.97,Aylik,Yok,Elektronik Cek,Evet,1
372,59,60,52.69,3113.48,1 Yillik,Fiber,Otomatik Odeme,Hayir,1
373,43,5,50.55,323.17,1 Yillik,Yok,Kredi Karti,Evet,1
374,41,29,45.09,1180.65,Aylik,DSL,Kredi Karti,Evet,0
375,72,51,56.5,2921.39,Aylik,Fiber,Elektronik Cek,Hayir,0
376,23,72,34.99,2496.09,Aylik,Fiber,Havale,Hayir,1
377,63,62,107.21,6626.5,Aylik,DSL,Elektronik Cek,Evet,1
378,64,10,80.21,886.72,Aylik,Yok,Havale,Evet,0
379,41,72,33.38,2367.65,Aylik,Fiber,Otomatik Odeme,Hayir,1
380,34,48,89.39,4256.72,Aylik,DSL,Havale,Evet,0
381,18,13,104.77,1355.49,Aylik,DSL,Havale,Evet,0
382,76,33,43.75,1464.44,Aylik,Yok,Kredi Karti,Hayir,0
383,76,67,35.06,2326.93,2 Yillik,Fiber,Kredi Karti,Hayir,0
384,32,29,20.86,526.25,1 Yillik,Fiber,Kredi Karti,Hayir,1
385,19,14,24.73,302.94,Aylik,Fiber,Otomatik Odeme,Hayir,0
386,25,64,96.23,6222.79,Aylik,Fiber,Havale,Hayir,1
387,22,69,118.72,8195.42,Aylik,Fiber,Kredi Karti,Evet,1
388,69,71,24.49,1761.34,2 Yillik,Yok,Havale,Hayir,0
389,73,69,94.81,6528.82,1 Yillik,DSL,Elektronik Cek,Hayir,0
390,27,63,27.19,1680.0,Aylik,Fiber,Otomatik Odeme,Hayir,1
391,64,33,79.21,2697.81,2 Yillik,DSL,Otomatik Odeme,Evet,0
392,29,14,95.61,1329.13,2 Yillik,DSL,Kredi Karti,Evet,0
393,40,45,55.92,2494.23,2 Yillik,Fiber,Otomatik Odeme,Evet,0
394,55,16,21.09,392.25,Aylik,Yok,Havale,Evet,0
395,62,35,79.52,2747.08,Aylik,DSL,Otomatik Odeme,Evet,0
396,72,48,119.12,5688.02,1 Yillik,Fiber,Kredi Karti,Hayir,0
397,20,69,45.76,3157.95,Aylik,Fiber,Elektronik Cek,Evet,1
398,30,21,38.95,817.96,1 Yillik,DSL,Otomatik Odeme,Hayir,0
399,35,19,32.39,628.39,1 Yillik,Fiber,Kredi Karti,Hayir,0
400,37,53,75.53,4107.67,Aylik,Yok,Otomatik Odeme,Hayir,0
401,79,1,79.64,96.45,Aylik,DSL,Kredi Karti,Hayir,1
402,66,41,99.23,3949.53,Aylik,DSL,Otomatik Odeme,Hayir,1
403,37,54,95.31,5163.05,Aylik,Yok,Elektronik Cek,Evet,1
404,78,40,109.25,4371.89,1 Yillik,DSL,Otomatik Odeme,Hayir,0
405,48,28,100.58,2818.41,1 Yillik,DSL,Otomatik Odeme,Evet,0
406,49,60,44.73,2696.1,Aylik,Yok,Havale,Evet,0
407,44,27,75.59,2039.5,1 Yillik,Yok,Havale,Evet,0
408,26,52,49.74,2583.85,Aylik,Fiber,Elektronik Cek,Hayir,1
409,75,34,52.98,1831.97,1 Yillik,Fiber,Kredi Karti,Evet,0
410,18,2,113.19,199.28,Aylik,Yok,Havale,Hayir,1
411,28,39,88.19,3392.03,1 Yillik,Fiber,Kredi Karti,Hayir,1
412,32,4,117.46,621.03,1 Yillik,Fiber,Otomatik Odeme,Hayir,1
413,35,68,61.69,4159.13,Aylik,Yok,Kredi Karti,Evet,1
414,26,44,73.74,3249.57,1 Yillik,Fiber,Havale,Hayir,0
415,19,27,68.71,1780.39,2 Yillik,Fiber,Havale,Hayir,0
416,60,36,30.73,1112.1,Aylik,Fiber,Havale,Hayir,1
417,78,45,43.67,1918.49,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
418,25,19,72.76,1360.32,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
419,36,21,26.74,613.79,2 Yillik,Fiber,Elektronik Cek,Hayir,0
420,49,31,113.15,3531.25,Aylik,Fiber,Otomatik Odeme,Hayir,0
421,75,19,32.38,643.64,1 Yillik,Yok,Kredi Karti,Hayir,0
422,61,55,39.8,2100.44,2 Yillik,Fiber,Otomatik Odeme,Evet,0
423,65,8,96.53,864.08,1 Yillik,DSL,Kredi Karti,Evet,0
424,54,60,29.69,1721.81,Aylik,DSL,Kredi Karti,Evet,0
425,43,26,110.03,2937.21,Aylik,DSL,Kredi Karti,Evet,1
426,30,41,92.57,3846.45,1 Yillik,Fiber,Kredi Karti,Evet,0
427,71,12,26.86,351.19,Aylik,Fiber,Otomatik Odeme,Hayir,0
428,67,28,89.18,2454.29,Aylik,DSL,Havale,Hayir,1
429,19,55,83.16,4581.38,Aylik,Yok,Otomatik Odeme,Hayir,0
430,62,20,95.73,1891.05,1 Yillik,DSL,Havale,Hayir,1
431,23,10,102.82,1029.65,Aylik,DSL,Kredi Karti,Hayir,1
432,63,38,91.84,3477.43,2 Yillik,Yok,Havale,Evet,0
433,69,12,78.62,841.51,1 Yillik,Fiber,Kredi Karti,Hayir,0
434,26,23,52.25,1257.84,2 Yillik,Fiber,Havale,Evet,0
435,44,33,89.73,2957.03,2 Yillik,Yok,Elektronik Cek,Hayir,0
436,25,41,115.7,4719.46,Aylik,Yok,Otomatik Odeme,Hayir,0
437,53,47,78.75,3673.23,1 Yillik,DSL,Elektronik Cek,Hayir,0
438,75,49,86.43,4252.99,Aylik,Fiber,Kredi Karti,Evet,1
439,23,61,63.71,3841.62,2 Yillik,Fiber,Elektronik Cek,Hayir,0
440,42,5,95.61,365.29,Aylik,DSL,Elektronik Cek,Evet,1
441,78,27,119.77,3254.15,1 Yillik,Yok,Kredi Karti,Evet,0
442,36,1,36.04,62.0,2 Yillik,Fiber,Otomatik Odeme,Evet,0
443,26,1,40.24,30.26,Aylik,Yok,Otomatik Odeme,Evet,0
444,48,16,73.94,1125.64,2 Yillik,Fiber,Elektronik Cek,Hayir,0
445,49,44,68.14,3002.61,Aylik,Fiber,Havale,Hayir,0
446,59,65,77.16,4942.17,Aylik,DSL,Havale,Evet,0
447,37,56,24.91,1343.6,Aylik,Yok,Havale,Hayir,0
448,77,47,60.43,2802.68,Aylik,Fiber,Kredi Karti,Hayir,0
449,50,57,78.3,4505.3,1 Yillik,DSL,Havale,Hayir,0
450,35,13,78.52,1002.63,2 Yillik,DSL,Kredi Karti,Hayir,0
451,77,61,85.73,5207.14,Aylik,Fiber,Kredi Karti,Hayir,1
452,75,65,92.02,6079.03,1 Yillik,DSL,Elektronik Cek,Hayir,0
453,48,7,84.15,606.67,2 Yillik,Fiber,Kredi Karti,Hayir,1
454,19,34,99.02,3383.63,1 Yillik,Fiber,Havale,Hayir,0
455,55,60,82.48,4930.31,Aylik,DSL,Havale,Hayir,0
456,52,35,73.75,2551.43,2 Yillik,Fiber,Kredi Karti,Hayir,0
457,27,61,80.62,4808.5,Aylik,DSL,Otomatik Odeme,Evet,0
458,57,68,30.12,2096.6,1 Yillik,Yok,Otomatik Odeme,Hayir,0
459,70,35,47.32,1678.62,1 Yillik,Yok,Elektronik Cek,Hayir,0
460,24,5,72.74,354.74,1 Yillik,DSL,Elektronik Cek,Evet,0
461,62,25,107.3,2675.64,Aylik,Fiber,Kredi Karti,Hayir,1
462,26,16,87.91,1443.37,Aylik,Fiber,Otomatik Odeme,Hayir,1
463,64,35,29.04,938.66,1 Yillik,Yok,Otomatik Odeme,Evet,0
464,43,43,79.23,3377.4,Aylik,Fiber,Havale,Evet,0
465,18,34,42.17,1376.96,Aylik,Fiber,Elektronik Cek,Hayir,1
466,77,15,93.4,1489.58,1 Yillik,Yok,Otomatik Odeme,Hayir,0
467,28,22,102.74,2304.06,1 Yillik,DSL,Elektronik Cek,Hayir,0
468,54,49,79.35,3778.02,Aylik,Fiber,Kredi Karti,Evet,1
469,29,2,79.14,82.59,Aylik,DSL,Havale,Hayir,0
470,75,16,53.86,855.14,2 Yillik,Fiber,Kredi Karti,Hayir,1
471,63,65,64.63,4177.33,Aylik,Fiber,Havale,Evet,0
472,67,8,106.41,785.06,Aylik,Yok,Otomatik Odeme,Hayir,1
473,44,30,92.33,2867.14,Aylik,Fiber,Kredi Karti,Evet,1
474,46,15,71.98,1095.33,Aylik,DSL,Otomatik Odeme,Hayir,1
475,57,8,56.82,478.3,2 Yillik,Yok,Havale,Hayir,0
476,66,31,25.04,741.64,Aylik,Yok,Havale,Evet,1
477,70,38,34.3,1339.51,Aylik,Fiber,Elektronik Cek,Hayir,0
478,19,13,39.3,491.88,Aylik,Fiber,Kredi Karti,Hayir,0
479,59,6,57.34,329.87,Aylik,DSL,Kredi Karti,Hayir,1
480,24,10,114.41,1174.65,Aylik,Fiber,Havale,Hayir,1
481,35,47,70.52,3232.99,2 Yillik,DSL,Kredi Karti,Evet,0
482,69,62,43.48,2775.61,1 Yillik,DSL,Otomatik Odeme,Evet,0
483,33,13,30.58,406.66,Aylik,Yok,Elektronik Cek,Hayir,0
484,67,24,53.83,1355.97,Aylik,Fiber,Otomatik Odeme,Evet,1
485,46,25,101.57,2485.48,Aylik,DSL,Otomatik Odeme,Evet,0
486,32,26,58.33,1470.42,Aylik,DSL,Havale,Hayir,0
487,38,18,97.25,1692.4,1 Yillik,Yok,Otomatik Odeme,Evet,0
488,50,4,100.27,413.59,Aylik,DSL,Kredi Karti,Hayir,1
489,65,38,31.08,1184.34,1 Yillik,DSL,Havale,Hayir,1
490,55,26,80.87,2079.4,2 Yillik,DSL,Elektronik Cek,Hayir,0
491,75,25,115.91,2847.05,Aylik,DSL,Havale,Evet,0
492,71,20,60.21,1140.87,2 Yillik,DSL,Elektronik Cek,Hayir,0
493,64,67,25.09,1678.61,Aylik,Yok,Otomatik Odeme,Hayir,0
494,55,44,112.33,4919.24,Aylik,DSL,Havale,Hayir,1
495,35,31,108.37,3325.19,2 Yillik,Fiber,Havale,Hayir,0
496,43,15,72.21,1160.5,Aylik,Fiber,Elektronik Cek,Hayir,1
497,25,58,75.23,4359.22,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
498,41,64,41.17,2698.38,1 Yillik,Fiber,Otomatik Odeme,Evet,0
499,75,3,101.95,279.19,Aylik,Fiber,Otomatik Odeme,Hayir,1
500,44,67,69.86,4692.86,2 Yillik,Fiber,Kredi Karti,Evet,0
501,25,51,23.39,1190.12,Aylik,Fiber,Kredi Karti,Hayir,1
502,58,8,88.3,621.52,2 Yillik,Fiber,Elektronik Cek,Hayir,1
503,77,55,115.05,6399.17,Aylik,Fiber,Havale,Evet,1
504,71,8,102.92,816.6,Aylik,Fiber,Elektronik Cek,Hayir,1
505,34,4,47.72,228.2,Aylik,DSL,Otomatik Odeme,Hayir,1
506,46,9,25.33,190.37,2 Yillik,Fiber,Elektronik Cek,Evet,1
507,50,34,114.04,3869.12,Aylik,Fiber,Havale,Hayir,0
508,33,45,113.71,5073.61,2 Yillik,DSL,Otomatik Odeme,Hayir,0
509,34,30,73.24,2259.0,Aylik,Yok,Havale,Hayir,0
510,32,9,84.23,773.64,Aylik,DSL,Elektronik Cek,Hayir,1
511,79,15,66.26,1012.25,Aylik,DSL,Kredi Karti,Hayir,1
512,64,62,61.98,3910.67,Aylik,Yok,Elektronik Cek,Hayir,1
513,70,70,31.94,2293.62,2 Yillik,DSL,Havale,Evet,0
514,68,55,29.68,1670.67,Aylik,Fiber,Kredi Karti,Evet,1
515,77,8,43.27,275.07,1 Yillik,Fiber,Kredi Karti,Hayir,1
516,24,60,103.66,6184.82,1 Yillik,Yok,Elektronik Cek,Hayir,0
517,72,50,34.58,1678.81,Aylik,Fiber,Kredi Karti,Hayir,1
518,22,38,42.67,1657.84,1 Yillik,Fiber,Kredi Karti,Hayir,0
519,47,11,74.86,831.99,2 Yillik,Fiber,Kredi Karti,Hayir,1
520,54,72,41.51,2919.19,1 Yillik,Fiber,Kredi Karti,Hayir,0
521,40,32,36.32,1152.8,Aylik,Yok,Havale,Hayir,0
522,27,4,76.33,230.61,1 Yillik,Yok,Havale,Hayir,0
523,29,16,56.81,906.3,1 Yillik,Fiber,Elektronik Cek,Hayir,0
524,69,29,82.62,2313.21,Aylik,Yok,Elektronik Cek,Hayir,1
525,37,5,111.22,582.54,1 Yillik,Fiber,Elektronik Cek,Evet,1
526,37,24,35.1,861.3,Aylik,DSL,Otomatik Odeme,Hayir,0
527,75,34,111.34,3880.96,1 Yillik,DSL,Kredi Karti,Evet,0
528,26,69,110.25,7649.64,2 Yillik,Fiber,Elektronik Cek,Hayir,0
529,74,7,102.91,699.22,2 Yillik,DSL,Kredi Karti,Hayir,1
530,75,42,83.13,3532.36,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
531,55,66,82.01,5342.78,1 Yillik,Fiber,Havale,Hayir,0
532,28,59,83.92,4903.16,1 Yillik,Fiber,Havale,Hayir,0
533,27,67,89.05,5983.01,Aylik,DSL,Kredi Karti,Hayir,1
534,35,13,21.65,173.54,Aylik,Yok,Elektronik Cek,Hayir,0
535,53,58,115.81,6715.12,Aylik,Fiber,Havale,Hayir,1
536,27,71,78.56,5526.75,Aylik,DSL,Otomatik Odeme,Hayir,1
537,46,24,98.15,2360.67,2 Yillik,Fiber,Kredi Karti,Evet,0
538,25,36,57.73,2024.39,2 Yillik,Fiber,Havale,Evet,0
539,51,39,21.24,849.57,Aylik,Fiber,Otomatik Odeme,Evet,0
540,19,36,70.97,2555.89,Aylik,Fiber,Otomatik Odeme,Hayir,0
541,61,21,70.72,1555.14,1 Yillik,DSL,Otomatik Odeme,Evet,0
542,21,70,63.7,4459.34,Aylik,Yok,Elektronik Cek,Hayir,1
543,30,69,53.97,3685.5,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
544,28,28,44.98,1247.1,2 Yillik,DSL,Kredi Karti,Hayir,0
545,69,58,72.75,4152.29,Aylik,Fiber,Otomatik Odeme,Evet,0
546,21,29,57.53,1688.68,Aylik,Fiber,Elektronik Cek,Hayir,0
547,44,58,116.99,6814.91,Aylik,Fiber,Havale,Hayir,1
548,54,43,37.29,1726.93,Aylik,Fiber,Kredi Karti,Hayir,0
549,49,34,51.97,1735.89,Aylik,Fiber,Elektronik Cek,Evet,1
550,60,10,49.4,480.61,Aylik,Fiber,Kredi Karti,Hayir,1
551,67,48,74.33,3539.05,Aylik,DSL,Elektronik Cek,Evet,0
552,42,24,69.93,1688.93,Aylik,DSL,Kredi Karti,Evet,0
553,69,16,84.37,1369.0,Aylik,Yok,Havale,Hayir,0
554,37,14,115.0,1607.33,1 Yillik,Fiber,Kredi Karti,Evet,0
555,79,71,48.52,3499.24,Aylik,Fiber,Havale,Evet,0
556,49,8,89.28,683.39,2 Yillik,DSL,Havale,Hayir,1
557,63,58,22.5,1354.31,Aylik,Fiber,Kredi Karti,Hayir,1
558,72,63,46.24,2940.04,Aylik,DSL,Otomatik Odeme,Evet,0
559,67,3,66.37,198.51,Aylik,DSL,Otomatik Odeme,Evet,0
560,70,43,23.1,977.55,1 Yillik,DSL,Havale,Evet,0
561,51,42,81.77,3555.67,Aylik,Fiber,Kredi Karti,Hayir,1
562,20,26,87.83,2242.73,Aylik,Fiber,Otomatik Odeme,Evet,1
563,48,49,94.67,4653.73,Aylik,DSL,Elektronik Cek,Hayir,0
564,29,30,71.66,2112.29,2 Yillik,DSL,Elektronik Cek,Hayir,1
565,73,32,80.39,2661.76,Aylik,Fiber,Elektronik Cek,Evet,0
566,32,32,59.61,1951.86,Aylik,Fiber,Kredi Karti,Hayir,0
567,32,58,24.13,1365.62,2 Yillik,Fiber,Havale,Evet,0
568,33,46,30.0,1405.63,Aylik,DSL,Kredi Karti,Evet,0
569,57,28,85.5,2406.88,Aylik,Fiber,Elektronik Cek,Evet,0
570,53,67,119.56,7984.69,2 Yillik,Yok,Otomatik Odeme,Hayir,1
571,76,58,21.58,1289.55,Aylik,Fiber,Elektronik Cek,Hayir,0
572,43,68,75.76,5171.15,Aylik,DSL,Elektronik Cek,Hayir,0
573,35,53,95.1,5051.08,Aylik,Fiber,Elektronik Cek,Hayir,1
574,21,29,102.68,2975.62,Aylik,DSL,Otomatik Odeme,Hayir,0
575,18,56,74.52,4194.67,2 Yillik,DSL,Kredi Karti,Hayir,1
576,41,24,81.99,1979.23,1 Yillik,DSL,Havale,Evet,0
577,75,20,89.67,1796.35,1 Yillik,Yok,Havale,Hayir,1
578,50,33,105.9,3462.65,Aylik,Fiber,Elektronik Cek,Hayir,1
579,73,70,32.23,2340.79,1 Yillik,Yok,Havale,Hayir,0
580,24,41,112.62,4564.9,1 Yillik,Fiber,Otomatik Odeme,Hayir,1
581,23,28,22.6,654.18,Aylik,Fiber,Havale,Hayir,1
582,69,34,103.62,3507.07,2 Yillik,DSL,Otomatik Odeme,Evet,0
583,24,21,27.67,669.05,1 Yillik,Fiber,Otomatik Odeme,Evet,0
584,21,48,39.46,1848.91,1 Yillik,DSL,Kredi Karti,Hayir,0
585,43,26,20.39,493.38,Aylik,Fiber,Otomatik Odeme,Hayir,0
586,75,40,64.53,2532.71,Aylik,DSL,Otomatik Odeme,Hayir,0
587,60,27,53.44,1459.05,1 Yillik,Fiber,Kredi Karti,Hayir,0
588,24,24,36.6,809.75,1 Yillik,Fiber,Havale,Hayir,0
589,69,70,65.11,4533.77,Aylik,DSL,Otomatik Odeme,Hayir,0
590,70,25,60.24,1398.38,Aylik,DSL,Otomatik Odeme,Hayir,1
591,67,6,96.77,592.64,2 Yillik,Yok,Havale,Evet,0
592,73,28,109.31,3035.67,Aylik,DSL,Elektronik Cek,Hayir,1
593,32,39,85.26,3250.74,Aylik,DSL,Kredi Karti,Hayir,0
594,78,7,32.44,281.36,1 Yillik,DSL,Elektronik Cek,Hayir,0
595,37,23,49.54,1074.04,Aylik,Fiber,Elektronik Cek,Evet,0
596,67,12,111.33,1375.81,Aylik,Fiber,Havale,Hayir,0
597,53,37,28.87,1033.14,Aylik,DSL,Havale,Hayir,0
598,66,53,60.69,3296.65,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
599,56,70,114.25,8034.98,Aylik,Fiber,Havale,Hayir,0
600,57,29,115.07,3286.63,1 Yillik,DSL,Havale,Hayir,0
601,56,63,61.12,3804.71,2 Yillik,Yok,Havale,Hayir,0
602,66,16,86.74,1418.12,1 Yillik,Yok,Havale,Hayir,1
603,63,57,65.67,3730.07,Aylik,DSL,Havale,Hayir,0
604,26,41,95.35,3900.88,Aylik,DSL,Elektronik Cek,Evet,0
605,69,55,23.16,1337.41,Aylik,DSL,Otomatik Odeme,Hayir,0
606,51,55,34.42,1855.67,1 Yillik,DSL,Elektronik Cek,Hayir,0
607,38,39,81.42,3179.94,2 Yillik,Fiber,Kredi Karti,Hayir,0
608,49,19,43.26,869.67,1 Yillik,Fiber,Havale,Evet,0
609,77,38,86.61,3331.64,Aylik,Fiber,Elektronik Cek,Hayir,1
610,71,60,55.12,3299.22,Aylik,DSL,Elektronik Cek,Hayir,0
611,69,70,108.66,7591.75,2 Yillik,DSL,Otomatik Odeme,Hayir,0
612,46,67,101.93,6742.37,Aylik,Yok,Havale,Hayir,0
613,66,14,69.28,917.11,2 Yillik,Yok,Havale,Hayir,0
614,41,44,97.29,4296.68,Aylik,DSL,Elektronik Cek,Hayir,1
615,60,8,47.11,369.99,1 Yillik,Fiber,Kredi Karti,Hayir,0
616,57,49,69.43,3405.82,2 Yillik,Fiber,Elektronik Cek,Hayir,0
617,33,72,39.75,2913.96,Aylik,Fiber,Otomatik Odeme,Hayir,0
618,34,4,106.09,364.99,Aylik,Fiber,Elektronik Cek,Hayir,1
619,21,48,102.31,4899.07,2 Yillik,Yok,Havale,Hayir,0
620,26,69,110.21,7613.93,Aylik,DSL,Otomatik Odeme,Hayir,0
621,44,61,107.75,6537.54,Aylik,DSL,Elektronik Cek,Hayir,0
622,47,29,115.96,3434.41,Aylik,Yok,Elektronik Cek,Hayir,0
623,28,8,42.83,388.07,Aylik,DSL,Otomatik Odeme,Hayir,1
624,43,67,113.18,7597.57,1 Yillik,DSL,Kredi Karti,Evet,0
625,55,67,77.12,5256.75,Aylik,Fiber,Otomatik Odeme,Evet,0
626,32,42,62.25,2539.56,Aylik,Fiber,Elektronik Cek,Evet,0
627,38,71,76.04,5398.45,2 Yillik,Fiber,Elektronik Cek,Hayir,0
628,40,1,54.26,72.58,Aylik,Fiber,Kredi Karti,Hayir,1
629,49,45,48.86,2152.97,Aylik,Fiber,Otomatik Odeme,Hayir,1
630,40,3,44.13,147.43,1 Yillik,DSL,Kredi Karti,Hayir,0
631,63,68,28.24,1864.99,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
632,38,49,69.66,3447.87,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
633,44,66,108.78,7232.37,2 Yillik,Yok,Havale,Hayir,0
634,41,41,83.02,3417.44,Aylik,DSL,Havale,Hayir,0
635,29,6,72.1,339.96,Aylik,DSL,Kredi Karti,Hayir,1
636,60,2,62.86,77.38,2 Yillik,Fiber,Havale,Evet,0
637,32,25,66.44,1689.24,2 Yillik,DSL,Kredi Karti,Evet,0
638,36,54,40.93,2211.28,1 Yillik,DSL,Otomatik Odeme,Hayir,0
639,67,11,102.29,990.49,Aylik,Yok,Elektronik Cek,Hayir,1
640,76,62,39.84,2532.22,Aylik,Fiber,Kredi Karti,Evet,0
641,59,18,91.66,1656.71,Aylik,DSL,Otomatik Odeme,Hayir,1
642,74,36,96.0,3415.05,2 Yillik,DSL,Kredi Karti,Evet,0
643,70,15,77.49,1212.1,2 Yillik,DSL,Elektronik Cek,Evet,1
644,47,34,106.29,3579.98,Aylik,Fiber,Kredi Karti,Hayir,0
645,65,33,49.11,1586.21,Aylik,Fiber,Kredi Karti,Hayir,0
646,38,1,108.16,126.08,Aylik,DSL,Kredi Karti,Hayir,1
647,46,41,92.94,3899.59,Aylik,Fiber,Havale,Hayir,1
648,51,57,99.87,5773.77,1 Yillik,DSL,Elektronik Cek,Hayir,0
649,77,68,86.46,5897.27,1 Yillik,DSL,Otomatik Odeme,Hayir,1
650,70,24,104.63,2534.24,Aylik,DSL,Otomatik Odeme,Hayir,1
651,48,64,119.31,7675.41,1 Yillik,Fiber,Elektronik Cek,Hayir,0
652,58,64,62.02,3906.43,2 Yillik,DSL,Elektronik Cek,Evet,0
653,30,72,101.39,7332.29,Aylik,DSL,Havale,Hayir,1
654,67,27,94.46,2513.72,Aylik,Fiber,Havale,Evet,0
655,52,62,65.29,4063.9,Aylik,Fiber,Otomatik Odeme,Hayir,0
656,51,41,112.69,4608.92,Aylik,DSL,Elektronik Cek,Hayir,0
657,65,5,59.44,322.26,Aylik,DSL,Elektronik Cek,Evet,1
658,57,20,76.55,1536.91,1 Yillik,DSL,Kredi Karti,Hayir,0
659,22,49,30.59,1345.26,Aylik,Fiber,Havale,Hayir,1
660,35,12,42.58,519.9,Aylik,Fiber,Elektronik Cek,Hayir,0
661,28,32,104.07,3362.35,2 Yillik,DSL,Havale,Evet,0
662,63,56,59.66,3363.26,Aylik,Fiber,Elektronik Cek,Evet,0
663,20,11,59.41,648.38,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
664,30,36,44.6,1687.71,1 Yillik,DSL,Kredi Karti,Hayir,1
665,55,16,69.16,1122.13,2 Yillik,DSL,Otomatik Odeme,Hayir,0
666,61,39,100.58,3944.5,1 Yillik,DSL,Otomatik Odeme,Hayir,1
667,49,18,109.52,2023.58,2 Yillik,DSL,Havale,Hayir,0
668,71,70,27.01,1908.83,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
669,74,6,77.48,419.98,Aylik,DSL,Kredi Karti,Hayir,1
670,26,70,66.73,4549.18,Aylik,Yok,Havale,Evet,0
671,77,58,81.43,4699.08,Aylik,Fiber,Kredi Karti,Hayir,1
672,56,62,64.73,4051.31,Aylik,Fiber,Elektronik Cek,Hayir,1
673,57,62,59.86,3693.67,Aylik,Fiber,Otomatik Odeme,Hayir,1
674,23,14,67.19,980.72,Aylik,Fiber,Elektronik Cek,Evet,0
675,56,68,78.2,5325.04,Aylik,Yok,Elektronik Cek,Evet,0
676,62,43,70.1,3078.7,Aylik,Yok,Kredi Karti,Hayir,1
677,54,70,67.21,4689.94,Aylik,Fiber,Otomatik Odeme,Hayir,0
678,23,64,101.78,6537.3,1 Yillik,DSL,Kredi Karti,Hayir,1
679,50,42,94.56,3996.81,1 Yillik,Fiber,Elektronik Cek,Evet,0
680,76,27,54.14,1536.86,2 Yillik,DSL,Elektronik Cek,Hayir,0
681,62,9,100.06,815.21,Aylik,Fiber,Otomatik Odeme,Hayir,1
682,26,8,105.37,820.04,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
683,77,29,35.35,1067.58,1 Yillik,Fiber,Elektronik Cek,Evet,0
684,77,59,78.27,4695.22,Aylik,Fiber,Elektronik Cek,Hayir,0
685,28,37,48.53,1807.61,2 Yillik,DSL,Havale,Hayir,0
686,67,35,93.92,3272.56,Aylik,Fiber,Elektronik Cek,Hayir,1
687,43,18,43.88,827.7,1 Yillik,DSL,Elektronik Cek,Hayir,0
688,54,41,87.14,3616.18,1 Yillik,Fiber,Elektronik Cek,Hayir,0
689,45,46,45.51,2075.48,Aylik,Fiber,Elektronik Cek,Hayir,1
690,66,71,71.11,5065.33,1 Yillik,DSL,Havale,Hayir,0
691,79,53,114.86,6146.61,Aylik,Fiber,Kredi Karti,Hayir,1
692,67,44,58.13,2652.24,Aylik,DSL,Kredi Karti,Hayir,0
693,75,66,107.57,7136.75,Aylik,Fiber,Havale,Evet,0
694,76,31,118.69,3681.6,Aylik,Fiber,Havale,Hayir,1
695,23,68,107.49,7306.62,Aylik,Fiber,Elektronik Cek,Hayir,1
696,33,27,36.59,1015.8,1 Yillik,Fiber,Otomatik Odeme,Evet,0
697,62,10,101.97,1013.92,Aylik,Yok,Elektronik Cek,Evet,1
698,54,31,23.21,728.99,Aylik,Fiber,Otomatik Odeme,Hayir,0
699,21,10,59.33,540.41,1 Yillik,Fiber,Elektronik Cek,Hayir,0
700,23,9,107.07,1028.48,Aylik,Fiber,Otomatik Odeme,Hayir,1
701,50,64,88.88,5631.31,Aylik,Fiber,Otomatik Odeme,Evet,1
702,56,58,73.27,4228.05,1 Yillik,Fiber,Kredi Karti,Hayir,1
